coreid,mofid-v1,Grouth_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
0000[Co][nan]2[ASR]1,[Co].n1ccc(cc1)<missing>C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
2021[Cu][sql]2[ASR]10,[Cu][Cu].[O-]C(=O)<missing>C(=O)[O-],1,1,0,0,0,1,0,0,0,0,0,Cu
2022[Cd][dia]3[ASR]2,[Cd].[O-]C(=O)c1cc(CN2[CH]<missing>C=C2)C2=C[CH]N(C=C2)Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],2,2,0,0,0,4,0,0,2,0,0,Cd
2014[Co][dia]3[ASR]3,[Co].[O-]C(=O)<missing>c1ccncc1,1,1,1,0,0,1,0,0,0,0,0,Co
0000[Co][nan]3[ASR]4,[Co].c1ccc(cc1)<missing>C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccccc1)C=C3)[N]2,1,1,2,0,0,9,0,2,0,0,0,Co
0000[Co][nan]3[ASR]11,[Co].n1ccc(cc1)<missing>C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
0000[Eu][tsi]3[ASR]1,O=C1N[N]C(=O)<missing>.[Eu],1,1,0,0,0,1,0,0,0,0,2,Eu
2006[Ag][mog]3[ASR]1,CC1=N<missing>[N]1.[Ag][Ag],1,1,0,0,0,1,0,0,0,0,0,Ag
2006[Ag][nan]3[ASR]4,C<missing>C(=N[N]1)C)C1=C(C)N=N[C]1C.CC1=NN=C([C]1[C]1C(=NN=C1C)C)C.CC1=N[N]C(=C1C1=C(C)[N]N=C1C)C.CC1=N[N]C(=C1[C]1C(=NN=C1C)C)C.C[C]1N=NC(=C1C1=C(C)N=N[C]1C)C.C[C]1N=NC(=C1[C]1C(=NN=C1C)C)C.[Ag][Ag],1,1,0,0,0,8,0,0,0,0,0,Ag
2011[Zn][dia]3[ASR]10,[O-]C(=O)c1ccc(cc1)<missing>c1ccncc1.[Zn],1,1,1,0,0,1,0,0,0,0,0,Zn
2011[Zn][nan]3[ASR]28,Cl[Zn].N1=N<missing>C3=C([CH]C2=N1)O[C]1C(=CC2=NN=NC2=C1)O3.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2=N[N]N=c2c1.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)N=N[N]2.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)[N]N=N2.N1=N[C]2C(=N1)C=C1C(=C2)OC2=CC3=NN=NC3=C[C]2O1.N1=N[C]2C(=N1)C=C1C(=C2)Oc2c(O1)cc1c(c2)[N]N=N1.[Zn],1,1,0,0,1,16,0,0,0,0,0,Zn
2014[Zn][nan]3[ASR]19,Cl[Zn].N1=N<missing>C3=C([CH]C2=N1)O[C]1C(=CC2=NN=NC2=C1)O3.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2=N[N]N=c2c1.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)N=N[N]2.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)[N]N=N2.N1=N[C]2C(=N1)C=C1C(=C2)OC2=CC3=NN=NC3=C[C]2O1.N1=N[C]2C(=N1)C=C1C(=C2)Oc2c(O1)cc1c(c2)[N]N=N1.[Zn],1,1,0,0,1,16,0,0,0,0,0,Zn
2015[Al][bpq]3[ASR]1,[Al].[O-]C(=O)<missing>C(=O)[O-].[OH],1,1,0,0,0,1,0,0,0,0,0,Al
2015[Co][crs]3[ASR]1,<missing>[C](C=N1)c1ccc(cc1)[C]1C=NC=C1.N1=C[C](C=C1)c1ccc(cc1)C1=C[CH]N=C1.N1=C[C](C=C1)c1ccc(cc1)C1=C[N]C=C1.[Co].[N]1C=CC(=C1)c1ccc(cc1)C1=C[N]C=C1,1,1,0,0,0,11,0,5,0,0,0,Co
2015[Cu][lvt]3[ASR]1,[Cu][Cu].[O-]C(=O)<missing>c1cc(C=CC(=O)[O-])c(cc1C=CC(=O)[O-])C=CC(=O)[O-],1,1,0,0,0,4,0,0,0,0,0,Cu
2015[Zn][hyw]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1<missing>N([CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,1,0,0,4,0,0,Zn
2016[Cd][dia]3[ASR]4,[Cd].[O-]C(=O)<missing>c1ccncc1,1,1,1,0,0,1,0,0,0,0,0,Cd
2016[Co][nan]2[ASR]1,Fc1c(F)c(<missing>C=CC(=C(c4ccncc4)C4=NC(=C(C5=CC=C(C(=C6N=C2C=C6)c2ccncc2)[N]5)c2c(F)c(F)c(c(c2F)F)F)C=C4)[N]3)c(c(c1F)F)F.[Co],1,1,2,0,10,9,0,2,0,0,0,Co
2016[Co][nan]3[ASR]16,[Co].[O-]C(=O)<missing>C2=NN=NC2=C[CH]1.[O-]C(=O)C1=C[CH]C2=NN=NC2=C1.[O-]C(=O)C1=C[C]2C(=NN=N2)C=C1.[O-]C(=O)c1ccc2c(c1)[N]N=N2.[OH],1,1,0,0,0,6,0,0,0,0,0,Co
2016[Cu][nan]3[ASR]15,CC1(C)<missing>[N]c3c(=N2)cc2N=NN=c2c3)C(C2=C1[N]c1cc3=NN=Nc3cc1=N2)(C)C.CC1(C)C2=C([N]c3c(=N2)cc2N=NN=c2c3)C(c2c1nc1=CC3=NN=N[C]3C=c1n2)(C)C.CC1(C)c2nc3C=C4N=NN=C4[CH]c3nc2C(c2c1nc1cc3N=N[N]c3cc1n2)(C)C.CC1(C)c2nc3cc4[N]N=Nc4cc3nc2C(c2c1nc1cc3=N[N]N=c3cc1n2)(C)C.[Cu],1,1,10,0,0,4,0,0,0,0,0,Cu
2016[Zn][nan]2[ASR]3,Fc1c(F)c(<missing>C=CC(=C(c4ccncc4)C4=NC(=C(C5=CC=C(C(=C6N=C2C=C6)c2ccncc2)[N]5)c2c(F)c(F)c(c(c2F)F)F)C=C4)[N]3)c(c(c1F)F)F.[Zn],1,1,2,0,10,9,0,2,0,0,0,Zn
2017[Ag][sqc]2[ASR]1,[Ag][Ag].[O-]C(=O)c1ccc(cc1)<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,1,0,0,0,0,0,Ag
2017[Cd][kgd]2[ASR]2,[Cd].[O-]C(=O)<missing>C=CN([CH]1)Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,2,0,0,0,2,0,0,1,0,0,Cd
2017[Fe][nan]3[ASR]1,CN(c1c(F)c(F)c(c(c1F)F)<missing>C=CC(=C(c3ccc(cc3)n3ccnc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)n1ccnc1)[N]4)c1c(F)c(F)c(c(c1F)F)N(C)C)C=C3)[N]2)C.[Fe],1,1,4,0,8,9,0,2,2,0,0,Fe
2017[In][nan]3[ASR]5,[In].[O-]C(=O)<missing>c1c(C)c(C=CC(=O)[O-])c(c(c1C)C=CC(=O)[O-])C.[OH],1,1,0,0,0,3,0,0,0,0,0,In
2017[In][pts]3[ASR]2,[In].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)<missing>c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],1,1,0,0,0,1,0,0,0,0,0,In
2017[In][sea]3[ASR]1,[In].[O-]C(=O)c1ccc(cc1)<missing>C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C(=O)[O-])C=C3)c1ccc(cc1)C(=O)[O-])[nH]2)c1ccc(cc1)C(=O)[O-].[OH],1,1,4,0,0,2,0,0,0,0,0,In
2018[Co][nan]3[ASR]4,[Co].[O-]C(=O)[C]1<missing>C(=O)[O-])C(=O)[CH]C1=O,1,1,0,0,0,1,0,0,0,2,0,Co
2018[Co][nan]3[ASR]7,[Co].[O-]C(=O)[C]1<missing>C(=O)[O-])C(=O)[CH]C1=O,1,1,0,0,0,1,0,0,0,2,0,Co
2019[Co][dia]3[ASR]1,[Co].[O-]C(=O)c1ccc(cc1)<missing>c1ccncc1,1,1,1,0,0,1,0,0,0,0,0,Co
2019[Sm][gfy]3[ASR]1,[O-]C(=O)c1ccc(cc1)<missing>CCCC(=Cc2ccc(cc2)C(=O)[O-])C1=O.[Sm],1,1,0,0,0,2,0,0,0,1,0,Sm
2020[Co][sql]2[ASR]9,[Co][Co].[O-]C(=O)c1ccc(cc1)<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,1,0,0,0,0,0,Co
2021[Zn][scu]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc(cc1)<missing>c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,1,0,0,0,0,0,Zn
2022[Co][pts]3[ASR]1,N1=C[C](C=N1)c1ccc2c(c1)cc(cc2)<missing>[N]N=C1.[Co],1,1,0,0,0,1,0,0,0,0,0,Co
2023[Cu][nan]3[ASR]1,[Cu].n1ccc(cc1)<missing>c1ccc(cc1)C12CC3(CC(C2)(CC(C1)(C3)c1ccc(cc1)C=Cc1ccncc1)c1ccc(cc1)C=Cc1ccncc1)c1ccc(cc1)C=Cc1ccncc1,1,1,4,0,0,4,0,0,0,0,0,Cu
