coreid,mofid-v1,Ground_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2014[Cu][nts]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccc(cc1)c1nnn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,9,0,0,0,0,0,3,0,0,Cu
2017[Cu][nan]3[ASR]3,CC(C1=NN=C([N]1)C(C)C)C.[<missing>],0,0,0,0,0,0,0,0,0,0,0,Cu
2004[Co][nan]3[ASR]1,[<missing>]O[Co].[O-]C(=O)C1OC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,1,0,0,0,0,Co
2004[Co][rtl]3[ASR]2,[<missing>].[O-]C(=O)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Co
2013[Zn][pcu]3[ASR]13,Cc1c(c2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])c(C)c(c(c1c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])C)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2015[Zn][lon]3[ASR]3,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(nc(c1)c1ccncc1)c1ccncc1.[<missing>],0,0,3,0,0,0,0,0,0,0,0,Zn
2013[Zn][nan]3[ASR]11,[O-]C(=O)c1ccc(cn1)C(=O)[O-].[<missing>],0,0,1,0,0,0,0,0,0,0,0,Zn
2019[Zn][utp]3[ASR]2,[<missing>].n1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cnnc1)c1ccc(cc1)n1cnnc1,0,0,9,0,0,0,0,0,3,0,0,Zn
2009[Cd][nuc]3[ASR]9,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2018[Zn][hxl]2[ASR]2,[O-]C(=O)CCn1c2cc3c(cc2c2c1cccc2)n(c1c3cccc1)CCC(=O)[O-].[<missing>],0,0,2,0,0,0,0,0,0,0,0,Zn
2019[Zn][nan]3[ASR]24,[O-]C(=O)c1cc(cc(n1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[<missing>],0,0,2,0,0,0,0,0,0,0,0,Zn
2016[Co][flu]3[ASR]1,[<missing>].[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])C(c1ccc(cc1)C)c1cc(C(c3cc(C2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-],1,1,0,0,0,0,8,0,0,0,0,Co
2012[Cu][ntt]3[ASR]1,O=C(c1ccc(cc1)C1=NN=N[N]1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].O=C(c1ccc(cc1)C1=N[N]N=N1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[<missing>][Cu].[Cu][O]([Cu])[Cu],0,0,0,0,0,0,0,0,0,0,0,Cu
2014[Zn][cor]3[ASR]1,[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2019[Zn][sql]2[ASR]3,[<missing>].n1ncn(c1)c1ccc(cc1)Cc1ccc(cc1)n1cnnc1,0,0,6,0,0,0,0,0,0,0,0,Zn
2019[Ni][dia]3[ASR]4,[<missing>].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Ni
2009[Cd][nuc]3[ASR]11,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2012[Co][ecu]3[ASR]2,[<missing>][OH2][Co].[O-]C(=O)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,Co
2012[Zn][nbo]3[ASR]3,N1=NN=C([N]1)c1n[nH]nc1C1=NN=N[N]1.[<missing>],0,0,3,0,0,0,0,0,0,0,0,Zn
2007[Zn][nan]3[ASR]10,[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,3,0,0,Zn
2019[Cu][tbo]3[ASR]2,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2008[Cu][tbo]3[ASR]22,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2023[Zn][fes]2[ASR]1,[O-]C(=O)c1ccc(cc1)C=Cc1ccc2c(n1)c1nc(C=Cc3ccc(cc3)C(=O)[O-])ccc1cc2.[<missing>],0,0,2,0,0,2,0,0,0,0,0,Zn
2013[Zn][pts]3[ASR]4,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2014[Cd][esg]3[ASR]3,[<missing>]I.[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccnc1,0,0,4,0,1,0,0,0,0,0,0,Cd
2020[Co][dia]3[ASR]2,Nc1nccc(c1)C(=O)[O-].[<missing>],0,0,1,0,0,0,0,0,1,0,0,Co
2014[Cu][nan]3[ASR]5,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2009[Ga][bpq]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],0,0,0,0,0,0,0,0,0,0,0,Ga
0000[Cu][ths]3[ASR]2,[<missing>].[O-]C(=O)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2014[Cu][acs]3[ASR]5,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Cu
2011[Zn][gra]3[ASR]1,[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[<missing>],0,0,0,0,4,0,0,0,0,0,0,Zn
2013[Co][sit]3[ASR]1,[<missing>][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2012[Ag][nan]3[ASR]1,[<missing>].[Ag]OO[Ag].n1ccn(c1)c1ccc(cc1)C1=NN=N[N]1,0,0,2,0,0,0,0,0,0,0,0,Ag
2016[V][bpq]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
0000[Mn][pcu]3[ASR]1,[<missing>]O[Mn].[O-]C(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Mn
2018[Zn][pcu]3[ASR]18,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2017[Cu][sql]2[ASR]6,[<missing>].n1ccc(cc1)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]39,CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[<missing>][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2017[Cu][eea]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1ccncc1)C(=O)[O-],0,0,1,0,0,0,0,0,0,0,0,Cu
2020[Cu][sql]2[ASR]18,[<missing>].n1ccc(cc1)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Cu
2016[Cd][nan]3[ASR]20,C[C]1N=NC(=C1Cc1ccc(cc1)C(=O)[O-])C.[<missing>],0,0,0,0,0,1,0,0,0,0,0,Cd
2005[Co][dia]3[ASR]4,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Co
2013[Cd][bcu]3[ASR]1,[<missing>].[O-]C(=O)c1sc(nc1C)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Cd
2015[Co][rtl]3[ASR]1,[<missing>][Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cncnc1,0,0,2,0,0,0,0,0,0,0,0,Co
2021[V][nan]3[ASR]5,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2024[Cu][nan]3[ASR]2,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N(Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,1,0,0,Cu
2010[Co][nan]3[ASR]1,[<missing>].[O-]C(=O)c1cc(Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2019[Cu][lvt]3[ASR]4,[<missing>].n1ccc(cc1)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Cu
2012[Zn][scu]3[ASR]3,[O-]C(=O)c1cc(OCC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[<missing>][Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2018[Co][flu]3[ASR]2,[<missing>][OH]1[Co][OH]([Co]1)[Co].[O-]C(=O)c1ccc(cc1)c1nnc(n1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C,0,0,0,0,0,0,0,0,0,0,0,Co
2014[Cd][svg]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1.[OH],0,0,0,0,0,0,0,0,1,0,0,Cd
2019[Co][dag]3[ASR]1,Cl[<missing>].[Co].[O-]C(=O)c1cc(cc(c1)n1cncc1)n1cncc1,0,0,4,0,1,0,0,0,0,0,0,Co
2013[Ni][xmz]3[ASR]4,[<missing>][OH2]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,Ni
2015[Fe][acs]3[ASR]1,[<missing>][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Fe
2009[Zn][nts]3[ASR]1,[O-]C(=O)c1cc(C#Cc2cc(C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[<missing>][Zn],0,0,0,3,0,0,0,0,0,0,0,Zn
2023[Zn][srs]3[ASR]1,[<missing>].n1ccc(cc1)C1=NN=C([N]1)c1ccncc1,0,0,2,0,0,0,0,0,0,0,0,Zn
2016[Cd][nan]3[ASR]7,[<missing>].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,6,0,0,Cd
2011[Cd][nuc]3[ASR]7,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2004[Pr][nan]3[ASR]1,[O-]C(=O)CCCCC(=O)[O-].[<missing>],1,1,0,0,0,0,0,0,0,0,0,Pr
2016[Mg][tfz]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(s1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Mg
2014[Zn][nan]3[ASR]5,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2021[V][nan]3[ASR]2,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2017[Zn][sql]2[ASR]1,O=C1Nc2cc(ccc2-c2c(N1)cc(cc2)C(=O)[O-])C(=O)[O-].[<missing>][Zn],0,0,0,0,0,0,0,0,2,0,2,Zn
2007[Fe][dia]3[ASR]1,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Fe
2016[Cu][nbo]3[ASR]10,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[<missing>][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2012[Cu][unc]3[ASR]4,O(CCC1=NN=N[N]1)CCC1=NN=N[N]1.[<missing>],0,0,0,0,0,0,1,0,0,0,0,Cu
2015[Mn][nan]3[ASR]11,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Mn
2023[Cu][nan]3[ASR]9,COc1cc(cc(c1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-].[<missing>][Cu],0,0,2,0,0,0,1,0,0,0,0,Cu
2008[Cu][tbo]3[ASR]20,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2019[Co][nan]3[ASR]23,[<missing>].[O-]C(=O)C=Cc1c2ccccc2c(c2c1cccc2)C=CC(=O)[O-],0,0,0,0,0,2,0,0,0,0,0,Co
2024[Cd][nan]2[ASR]1,O=C(C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)O)C(=O)[O-].[<missing>],1,1,0,0,0,0,0,0,2,0,2,Cd
2016[Zr][fcu]3[ASR]2,[O-]C(=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)C(=O)[O-].[O]12[<missing>]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,0,0,0,0,0,0,0,0,0,0,0,Zr
2011[Co][acs]3[ASR]1,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Co
2007[Er][sqp]3[ASR]1,[<missing>].[O-]C(=O)C(=O)[O-].[O][Se][O].[O].[O],0,0,0,0,0,0,0,0,0,0,0,Er
2008[Mn][dia]3[ASR]1,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Mn
2004[Co][rtl]3[ASR]1,[<missing>].[O-]C(=O)c1ccncc1,0,0,1,0,0,0,0,0,0,0,0,Co
2016[Zr][fcu]3[ASR]1,O=C1c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[O]12[<missing>]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,0,0,0,0,0,0,0,0,0,0,0,Zr
2012[Co][nan]3[ASR]14,[<missing>][OH2][Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,Co
2020[Zn][nan]3[ASR]16,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
2016[Zn][gfy]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1ccc2c(c1)ncc(c2)C(=O)[O-].[<missing>][O]([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2015[Fe][pts]3[ASR]2,N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1.[<missing>],0,0,0,0,0,1,0,0,0,0,0,Fe
2017[CuSi][ssa]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(C)C,0,0,0,0,0,0,0,0,0,0,0,CuSi
2018[Fe][sql]2[ASR]1,[<missing>][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Fe
2020[Cu][sql]2[ASR]14,[<missing>][Cu].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],0,0,0,0,6,0,0,0,0,0,0,Cu
2022[Ni][crb]3[ASR]1,[<missing>].[O-]C(=O)c1cc(ccc1c1cc(nc(c1)c1ccncc1)c1ccncc1)C(=O)[O-],1,1,3,0,0,0,0,0,0,0,0,Ni
1994[Ag][dia]3[ASR]1,N#Cc1ccncc1.[<missing>],0,0,1,0,0,0,0,0,0,0,0,Ag
2024[Cu][tfz]3[ASR]1,O.O=Cc1c([O])c(C=O)c(c(c1[O])C=O)[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Cu
2009[Cd][sqc]3[ASR]1,[<missing>].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,0,0,8,0,0,0,0,0,0,0,0,Cd
2018[Zn][nan]3[ASR]13,[O]Cc1ccc(cn1)c1ccc(cc1)C(=O)[O-].[<missing>],0,0,1,0,0,0,0,0,0,0,0,Zn
2006[Mg][dia]3[ASR]7,[<missing>].[O-]C=O,0,0,0,0,0,0,0,0,0,0,0,Mg
2010[Zn][pcu]3[ASR]21,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2013[Zn][rtl]3[ASR]3,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[<missing>][Zn],0,0,1,0,0,0,0,0,1,0,2,Zn
2011[Al][bpq]3[ASR]1,[<missing>].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],0,0,0,0,0,0,0,0,0,0,0,Al
2023[Sc][bpq]3[ASR]2,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[OH].[<missing>],0,0,0,1,0,0,0,0,0,0,0,Sc
2018[Mn][sra]3[ASR]1,[<missing>].[O-]C(=O)c1cc(c2cccc(c2)C(=O)[O-])c(cc1c1cccc(c1)C(=O)[O-])C(=O)[O-],1,1,0,0,0,0,0,0,0,0,0,Mn
2021[V][nan]3[ASR]10,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2013[Al][nan]3[ASR]1,O=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>].[OH],0,0,0,0,0,0,0,0,0,1,0,Al
2010[Zn][pcu]3[ASR]6,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
0000[Cd][deh]3[ASR]1,[<missing>].[O-]C(=O)c1c(C)nc(c(c1c1ccccc1)C(=O)[O-])C,0,0,1,0,0,0,0,0,0,0,0,Cd
2017[Cd][pts]3[ASR]1,[<missing>].[O-]C(=O)c1cc(NC2=NN=N[N]2)cc(c1)C(=O)[O-],0,0,0,0,0,0,0,0,1,0,0,Cd
2014[Co][nan]3[ASR]8,[<missing>].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Co
2016[Co][pts]3[ASR]5,Cc1cc(C2=C[N]N=C2)c(cc1[C]1C=NN=C1)C.[<missing>],0,0,0,0,0,1,0,0,0,0,0,Co
2016[Cu][ubo]3[ASR]1,[<missing>].n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,0,0,4,0,0,0,0,0,0,0,0,Cu
2014[Mn][nan]3[ASR]17,[<missing>].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Mn
2009[Cd][bcu]3[ASR]1,O=C1N(c2ccncc2)C(=O)c2c1cc(cc2)C(=O)[O-].[<missing>],0,0,1,0,0,0,0,0,1,0,2,Cd
2011[Fe][nan]3[ASR]2,[<missing>].[O-]C(=O)c1cc([O])c(c(c1)[O])[O],0,0,0,0,0,0,0,0,0,0,0,Fe
2019[Zn][etf]3[ASR]5,C1=CN=C([N]1)C1=Nc2c([N]1)ccnc2.[<missing>],0,0,1,0,0,1,0,0,0,0,0,Zn
2000[Nd][pcu]3[ASR]1,CC(=O)NCCCCCCNC(=O)C.[<missing>],0,0,0,0,0,0,0,0,0,0,2,Nd
2022[Cu][tbo]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2009[Cu][tbo]3[ASR]1,[<missing>][Cu].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,Cu
2021[V][nan]3[ASR]4,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[<missing>],0,0,0,0,0,0,0,0,0,0,0,V
2016[Co][nan]3[ASR]13,[<missing>].[O-]C(=O)C1=CC2=NN=NC2=C[CH]1.[O-]C(=O)c1ccc2c(c1)[N]N=N2.[OH],0,0,0,0,0,2,0,0,0,0,0,Co
2010[Zn][pcu]3[ASR]14,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[<missing>][O]([Zn])([Zn])[Zn],0,0,0,0,0,0,0,0,0,0,0,Zn
2010[Cd][pcu]3[ASR]1,[<missing>].c1ncn(c1)c1ccc(cc1)n1cncc1,0,0,4,0,0,0,0,0,0,0,0,Cd
2011[Cd][nuc]3[ASR]4,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[<missing>],0,0,5,0,0,0,0,0,0,0,0,Cd
2020[Cd][rtl]3[ASR]1,[<missing>][Cd].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)C(=O)[O-],0,0,2,0,0,0,0,0,0,0,0,Cd
2012[Zn][nan]3[ASR]18,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[<missing>],0,0,0,0,0,0,0,0,0,0,0,Zn
