coreid,mofid-v1,Ground_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2017[Zn][deh]3[ASR]3,<missing>c1ccc(cc1)c1cc(nc(c1)c1nccc(c1)C(=O)[O-])c1nccc(c1)C(=O)[O-].[Zn],0,0,3,0,1,0,0,0,0,0,0,Zn
2017[Zn][nan]3[ASR]20,[O-]C(=O)c1ccc(cc1)C(C(<missing>)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn],0,0,0,0,6,0,0,0,0,0,0,Zn
2018[Ce][nan]3[ASR]3,[Ce].[O-]C(=O)c1c(<missing>)c(F)c(c(c1F)F)C(=O)[O-].[O],1,1,0,0,4,0,0,0,0,0,0,Ce
2018[Cr][nan]2[ASR]1,[Cr][Cr].[O-]C(=O)c1ccc(cc1)C(C(<missing>)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],0,0,0,0,6,0,0,0,0,0,0,Cr
2019[Co][pcu]3[ASR]8,C1CN2CCN1CC2.[Co][Co].[O-]C(=O)c1cc(<missing>)c(cc1Cl)C(=O)[O-],0,0,0,0,2,0,0,0,0,0,0,Co
2019[Cu][rtl]3[ASR]3,<missing>c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],0,0,1,0,1,0,0,0,0,0,0,Cu
2019[V][bpq]3[ASR]3,[O-]C(=O)c1ccc(c(c1)C(<missing>)(F)F)C(=O)[O-].[O].[V],0,0,0,0,3,0,0,0,0,0,0,V
2020[Cu][nan]2[ASR]1,<missing>[Cu]([Cu][Cu][Cu](I)I)I.[Cu][Cu](I)I.c1ccc(cn1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,0,0,3,3,6,0,0,0,0,0,0,Cu
2020[Cu][nan]2[ASR]10,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.<missing>[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]5,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.<missing>[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]6,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.<missing>[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]9,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.<missing>[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][sql]2[ASR]10,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.<missing>[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][sql]2[ASR]16,[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(C(<missing>)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],0,0,0,0,6,0,0,0,0,0,0,Cu
2020[Cu][sql]2[ASR]21,[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(C(<missing>)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],0,0,0,0,6,0,0,0,0,0,0,Cu
2023[Zn][nan]3[ASR]14,<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],0,0,0,0,1,0,0,0,0,0,0,Zn
2024[Zn][pcu]3[ASR]5,<missing>[Zn].F[Zn](F)F.O=C1C(=O)C(=O)C1=O.[Zn],0,0,0,0,4,0,0,0,0,4,0,Zn
