coreid,mofid-v1,Ground_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2016[Cu][nbo]3[ASR]27,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2015[Co][flu]3[ASR]1,<missing>c1c(c2c(OC)c(cc(c2OC)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])c(OC)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Co],0,0,0,0,0,0,4,0,0,0,0,Co
2016[Cu][nbo]3[ASR]38,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2008[Zn][sqc]3[ASR]1,[O-]C(=O)c1c<missing>Cc2cccc(c2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],0,0,0,0,0,0,2,0,0,0,0,Zn
2013[Cd][nan]3[ASR]5,[Cd].[O-]C(=O)c1ccc(c<missing>CC(COc1ccc(cc1)C(=O)O)(COc1ccc(cc1)C(=O)O)COc1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,4,0,0,0,0,Cd
2012[Cu][unc]3[ASR]10,<missing>CC1=NN=N[N]1)CCC1=N[N]N=N1.[Cu],0,0,0,0,0,0,1,0,0,0,0,Cu
2012[Zn][sod]3[ASR]15,<missing>CC1=NN=N[N]1)CCC1=NN=N[N]1.[Zn],0,0,0,0,0,0,1,0,0,0,0,Zn
2009[Cu][dia]3[ASR]2,[Cu].n1ccc(cc1)c1ccc(c<missing>CC(COc1ccc(cc1)c1ccncc1)(COc1ccc(cc1)c1ccncc1)COc1ccc(cc1)c1ccncc1,0,0,4,0,0,0,4,0,0,0,0,Cu
2014[Cu][pts]3[ASR]1,<missing>c1c(c2c(OC)c(cc(c2OC)c2ccncc2)c2ccncc2)c(OC)c(cc1c1ccncc1)c1ccncc1.[Cu][Cu](I)I,0,0,4,0,2,0,4,0,0,0,0,Cu
2012[Cu][nts]3[ASR]1,[Cu][Cu].[O-]C(=O)c1c<missing>Cc2cc(COc3cc(cc(c3)C(=O)[O-])C(=O)[O-])cc(c2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,0,0,0,0,0,3,0,0,0,0,Cu
2020[Zn][nan]3[ASR]7,[O-]C(=O)c1c<missing>c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],0,0,0,0,0,0,1,0,0,0,0,Zn
2016[Cu][nbo]3[ASR]45,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2010[Cu][wbl]3[ASR]1,C<missing>c1cc(C=CC(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)C=CC(=O)[O-])C=CC(=O)[O-])ccc(c2)C=CC(=O)[O-].[Cu][Cu],0,0,0,0,0,4,2,0,0,0,0,Cu
2015[Pb][nan]3[ASR]2,[O-]C(=<missing>Oc1c2cccc1Cc1cccc(c1OCC(=O)[O-])Cc1c(c(Cc3c(c(C2)ccc3)OCC(=O)[O-])ccc1)OCC(=O)[O-].[Pb],0,0,0,0,0,0,4,0,0,0,0,Pb
2015[Zn][flu]3[ASR]1,<missing>c1c(c2c(OC)c(cc(c2OC)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])c(OC)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2007[Zn][nan]3[ASR]4,[O-]C(=O)c1ccc(c<missing>c1ccc(cc1)C(=O)[O-].[Zn],0,0,0,0,0,0,1,0,0,0,0,Zn
2010[Cu][ssa]3[ASR]1,[Cu][Cu].[O-]C(=O)c1c<missing>CCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,0,0,0,0,0,2,0,0,0,0,Cu
2010[Zn][lon]3[ASR]1,[O-]C(=O)c1ccc(c<missing>CC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2011[Cd][dia]3[ASR]7,[Cd].[O-]C(=O)c1c<missing>CCOc2cc(cc(c2)C(=O)O)C(=O)[O-])cc(c1)C(=O)O,0,0,0,0,0,0,2,0,0,0,0,Cd
2011[Cu][apo]3[ASR]1,[Cu][Cu].[O-]C(=O)c1c<missing>Cc2ccncc2)cc(c1)C(=O)[O-],0,0,1,0,0,0,1,0,0,0,0,Cu
2011[Dy][flu]3[ASR]1,[Dy].[O-]C(=O)c1ccc(c<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,1,0,0,0,0,1,0,0,0,0,Dy
2011[In][nan]3[ASR]1,[In].[O-]C(=O)c1ccc(c<missing>c1ccc(cc1)C(=O)[O-].[OH],0,0,0,0,0,0,1,0,0,0,0,In
2012[Cu][scu]3[ASR]1,[Cu][Cu].[O-]C(=O)c1c<missing>CC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,0,0,0,0,0,4,0,0,0,0,Cu
2012[Cu][unc]3[ASR]6,<missing>CC1=NN=N[N]1)CCC1=N[N]N=N1.[Cu],0,0,0,0,0,0,1,0,0,0,0,Cu
2012[Eu][nan]3[ASR]1,[Eu].[O-]C(=O)c1ccc(c<missing>CC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,7,0,0,0,0,Eu
2012[La][nan]3[ASR]1,[La].[O-]C(=O)c1ccc(c<missing>CC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],0,0,0,0,0,0,7,0,0,0,0,La
2012[Zn][scu]3[ASR]1,[O-]C(=O)c1c<missing>CC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2012[Zn][scu]3[ASR]2,[O-]C(=O)c1c<missing>CC(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])(COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn][Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2013[Cd][jus]3[ASR]1,[Cd].[O-]C(=O)c1c<missing>c2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)O,0,0,0,0,0,0,1,0,0,0,0,Cd
2013[Cd][nan]3[ASR]7,[Cd].[O-]C(=O)c1ccc(c<missing>c1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,3,0,0,0,0,Cd
2013[Cu][nan]3[ASR]10,[Cu].[O-]C(=<missing>Oc1cc(C)cc(c1)C(=O)[O-],0,0,0,0,0,0,1,0,0,0,0,Cu
2013[Cu][pts]3[ASR]3,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])C(c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)(C)C)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2013[Zn][nan]3[ASR]36,[O-]C(=O)c1cc(cc(<missing>c1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-].[OH].[Zn],0,0,0,0,0,0,2,0,0,0,0,Zn
2013[Zn][nan]3[ASR]37,[O-]C(=O)c1cc(cc(<missing>c1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-].[OH].[Zn],0,0,0,0,0,0,2,0,0,0,0,Zn
2014[Cd][nan]3[ASR]11,[Cd].[O-]C(=O)c1c<missing>Cc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)O,0,0,0,0,0,0,2,0,0,0,0,Cd
2014[In][unc]3[ASR]1,[In].[O-]C(=O)c1c<missing>Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],0,0,0,0,0,0,1,0,0,0,0,In
2015[Cd][flu]3[ASR]3,<missing>c1c(c2c(OC)c(cc(c2OC)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])c(OC)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Cd],0,0,0,0,0,0,4,0,0,0,0,Cd
2016[Cu][nbo]3[ASR]22,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]25,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]28,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]31,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]33,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]36,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]42,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]43,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]44,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]47,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]49,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]55,C<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Cu][nbo]3[ASR]9,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,2,0,0,0,0,Cu
2016[Zn][crb]3[ASR]1,[O-]C(=O)c1ccc(c<missing>CC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].[Zn],0,0,0,0,0,0,4,0,0,0,0,Zn
2017[Cd][kgd]2[ASR]5,[Cd].[O-]C(=O)c1ccc(c<missing>c1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,3,0,0,0,0,Cd
2017[Cd][nan]3[ASR]9,[Cd].[O-]C(=O)c1c<missing>Cc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)O,0,0,0,0,0,0,2,0,0,0,0,Cd
2017[Tb][nan]3[ASR]6,[O-]C(=O)c1ccc(c<missing>c1ccc(cc1)C(=O)[O-].[Tb],0,0,0,0,0,0,1,0,0,0,0,Tb
2019[Cu][sql]2[ASR]12,[Cu][Cu].[O-]C(=O)c1ccc(cc1)<missing>c1c2c(c(c3c1C1c4c(C3c3c1cccc3)cccc4)OCc1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cccc2)cccc3,0,0,0,0,0,0,2,0,0,0,0,Cu
2020[Cu][nan]2[ASR]10,<missing>c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]5,<missing>c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]6,<missing>c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]9,<missing>c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][pts]3[ASR]2,<missing>c1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,3,0,0,0,0,Cu
2020[Cu][pts]3[ASR]3,Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])<missing>cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0,0,0,0,0,0,1,0,2,0,0,Cu
2020[Cu][sql]2[ASR]10,<missing>c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,0,0,3,0,2,0,1,0,0,0,0,Cu
2020[Zn][nan]3[ASR]56,[O-]C(=O)c1cc(cc(<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],0,0,0,0,0,0,2,0,0,0,0,Zn
2021[Cu][rtl]3[ASR]4,<missing>c1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],0,0,1,0,0,0,1,0,0,0,0,Cu
2021[Zn][nan]3[ASR]15,[O-]C(=O)c1cc(cc(<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],0,0,0,0,0,0,2,0,0,0,0,Zn
