coreid,mofid-v1,Grouth_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2017[Cu][sql]2[ASR]6,[Cu].<missing>1ccc(cc1)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2017[Cu][eea]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1cc<missing>cc1)C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Cu
2020[Cu][sql]2[ASR]18,[Cu].<missing>1ccc(cc1)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2013[Cd][bcu]3[ASR]1,[Cd].[O-]C(=O)c1sc(<missing>c1C)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cd
2015[Co][rtl]3[ASR]1,[Co][Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c<missing>cnc1,1,1,2,0,0,0,0,0,0,0,0,Co
2019[Cu][lvt]3[ASR]4,[Cu].<missing>1ccc(cc1)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2019[Co][dag]3[ASR]1,Cl[Co].[Co].[O-]C(=O)c1cc(cc(c1)<missing>1cncc1)n1cncc1,1,1,4,0,1,0,0,0,0,0,0,Co
2023[Zn][srs]3[ASR]1,[Zn].<missing>1ccc(cc1)C1=NN=C([N]1)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Zn
2011[Cd][nuc]3[ASR]7,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2023[Cu][nan]3[ASR]9,COc1cc(cc(c1)<missing>1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,1,2,0,0,0,1,0,0,0,0,Cu
2004[Co][rtl]3[ASR]1,[Co].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Co
1994[Ag][dia]3[ASR]1,N#Cc1cc<missing>cc1.[Ag],1,1,1,0,0,0,0,0,0,0,0,Ag
2009[Cd][sqc]3[ASR]1,[Cd].c1<missing>cn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,1,1,8,0,0,0,0,0,0,0,0,Cd
2018[Zn][nan]3[ASR]13,[O]Cc1ccc(c<missing>1)c1ccc(cc1)C(=O)[O-].[Zn],1,1,1,0,0,0,0,0,0,0,0,Zn
2013[Zn][rtl]3[ASR]3,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1cc<missing>cc1)C(=O)[O-].[Zn][Zn],1,1,1,0,0,0,0,0,1,0,2,Zn
0000[Cd][deh]3[ASR]1,[Cd].[O-]C(=O)c1c(C)<missing>c(c(c1c1ccccc1)C(=O)[O-])C,1,1,1,0,0,0,0,0,0,0,0,Cd
2016[Cu][ubo]3[ASR]1,[Cu].<missing>1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,1,1,4,0,0,0,0,0,0,0,0,Cu
2009[Cd][bcu]3[ASR]1,O=C1N(c2cc<missing>cc2)C(=O)c2c1cc(cc2)C(=O)[O-].[Cd],1,1,1,0,0,0,0,0,1,0,2,Cd
2019[Zn][etf]3[ASR]5,C1=CN=C([N]1)C1=Nc2c([N]1)cc<missing>c2.[Zn],1,1,1,0,0,1,0,0,0,0,0,Zn
2010[Cd][pcu]3[ASR]1,[Cd].c1<missing>cn(c1)c1ccc(cc1)n1cncc1,1,1,4,0,0,0,0,0,0,0,0,Cd
2011[Cd][nuc]3[ASR]4,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2020[Cd][rtl]3[ASR]1,[Cd][Cd].[O-]C(=O)c1cc(cc(c1)<missing>1cnc2c1cccc2)C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Cd
2014[Ag][nan]2[ASR]1,[Ag].<missing>1ncn(c1)n1cnnc1,1,1,6,0,0,0,0,0,0,0,0,Ag
2017[Cu][rtl]3[ASR]3,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc(c2c1cccc2)c1cc<missing>cc1)C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Cu
2009[Cd][nuc]3[ASR]8,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2014[Mn][gfy]3[ASR]1,[Mn].[O-]C(=O)c1cc(cc(c1)<missing>1cnc2c1cccc2)n1cnc2c1cccc2,1,1,4,0,0,0,0,0,0,0,0,Mn
2012[Zn][dia]3[ASR]4,Nc1<missing>ccc(c1)C(=O)[O-].[Zn],1,1,1,0,0,0,0,0,1,0,0,Zn
2020[Cu][sql]2[ASR]8,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1[<missing>H]c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)O,1,1,2,0,0,0,0,0,0,0,0,Cu
2018[Cd][sql]2[ASR]1,[Cd].[O-]C(=O)c1cccc(c1)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Cd
2014[Cu][dia]3[ASR]4,[Cu].[O-]C(=O)c1ccc(cc1)<missing>1ncnc1,1,1,3,0,0,0,0,0,0,0,0,Cu
2021[Cu][nbo]3[ASR]2,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1<missing>2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Cu
2014[Co][dia]3[ASR]1,[Co].[O-]C(=O)c1ccc(cc1)C=Cc1cc<missing>cc1,1,1,1,0,0,1,0,0,0,0,0,Co
2020[Zn][qtz]3[ASR]1,[O-]C(=O)c1cc<missing>cc1N.[Zn],1,1,1,0,0,0,0,0,1,0,0,Zn
2013[Zn][rtl]3[ASR]5,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1cc<missing>cc1)C(=O)[O-].[Zn][Zn],1,1,1,0,0,0,0,0,1,0,2,Zn
2005[Ag][pts]3[ASR]1,[Ag].<missing>1ccnc(c1)c1nnc(o1)c1nccnc1,1,1,6,0,0,0,0,0,0,0,0,Ag
2017[Mn][rtl]3[ASR]1,[Mn].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Mn
2001[Cu][nan]3[ASR]1,[Cu].[Cu][Cu].[O]P(=O)(c1cc<missing>cc1)[O],2,2,1,0,0,0,0,0,0,0,0,Cu
2009[Cd][nuc]3[ASR]1,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2017[Cu][rtl]3[ASR]1,Cc1<missing>cn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,1,2,0,0,0,0,0,0,0,0,Cu
2023[Cd][nuc]3[ASR]1,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2014[Mn][rtl]3[ASR]3,[Mn].[O-]C(=O)c1ccc(cc1)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Mn
2020[Cu][nan]2[ASR]2,I[Cu]([Cu][Cu][Cu](I)I)I.[Cu][Cu](I)I.c1ccc(c<missing>1)C#Cc1cc(C#Cc2cccnc2)cc(c1)C#Cc1cccnc1,1,1,3,3,6,0,0,0,0,0,0,Cu
2016[Zn][rtl]3[ASR]2,[O-]C(=O)c1ccc(cc1)<missing>1c(C)nnc1c1cccc(c1)C(=O)[O-].[Zn][Zn],1,1,3,0,0,0,0,0,0,0,0,Zn
2020[Co][dia]3[ASR]1,[Co].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Co
2019[Zn][nan]3[ASR]18,[O-]C(=O)c1cc(cc(<missing>1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2014[Co][dia]3[ASR]4,[Co].[O-]C(=O)c1ccc(cc1)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Co
2015[Cu][nan]3[ASR]11,[Cu].[O-]C(=O)c1cc(cc(c1)c1cc<missing>cc1)c1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2011[Cd][pcu]3[ASR]2,[Cd].c1ccc(c<missing>1)NCc1ccc(cc1)CNc1cccnc1,1,1,2,0,0,0,0,0,2,0,0,Cd
2014[Cu][dia]3[ASR]2,[Cu].[O-]C(=O)c1ccc(cc1)<missing>1ncnc1,1,1,3,0,0,0,0,0,0,0,0,Cu
2014[Zn][sql]2[ASR]1,NNC(=O)NN=C(c1cc<missing>cc1)C.[Zn],1,1,1,0,0,0,0,0,0,0,2,Zn
2016[Cu][nbo]3[ASR]5,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1<missing>2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Cu
2023[Cd][kgd]2[ASR]1,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2021[Ni][qtz]3[ASR]1,Cl[Ni]Cl.O=C(c1cc<missing>cc1)OCc1c2ccccc2c(c2c1cccc2)COC(=O)c1ccncc1,1,1,2,0,2,0,0,0,0,0,0,Ni
0000[Co][nan]3[ASR]9,[Co].<missing>1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
2022[Co][nan]3[ASR]8,[Co].[O-]C(=O)c1ccc(cc1)c1<missing>cnc(c1)c1ccc(cc1)C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Co
2019[Ni][dia]3[ASR]1,[Ni].[O-]C(=O)c1ccc(cc1)C=Cc1cc<missing>cc1,1,1,1,0,0,1,0,0,0,0,0,Ni
2016[Zn][nan]2[ASR]4,[O-]C(=O)c1cc(cc(<missing>1)c1ccccn1)c1ccc(cc1)C(=O)[O-].[OH].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2013[Zn][rtl]3[ASR]1,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1cc<missing>cc1)C(=O)[O-].[Zn][Zn],1,1,1,0,0,0,0,0,1,0,2,Zn
0000[Fe][pcu]3[ASR]1,[Fe].<missing>1cnn(c1)CCn1ncnc1,1,1,6,0,0,0,0,0,0,0,0,Fe
2021[Zn][nan]3[ASR]19,[O-]C(=O)c1cc(cc(<missing>1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2023[Fe][nan]2[ASR]1,Cl[Fe]Cl.[Fe].<missing>1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1,1,1,4,0,2,0,0,0,0,0,0,Fe
2013[Zn][rtl]3[ASR]2,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1cc<missing>cc1)C(=O)[O-].[Zn][Zn],1,1,1,0,0,0,0,0,1,0,2,Zn
2008[Zn][etd]3[ASR]1,N1=NN=C([N]1)c1<missing>ccnc1C1=NN=N[N]1.[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2009[Cu][dia]3[ASR]2,[Cu].<missing>1ccc(cc1)c1ccc(cc1)OCC(COc1ccc(cc1)c1ccncc1)(COc1ccc(cc1)c1ccncc1)COc1ccc(cc1)c1ccncc1,1,1,4,0,0,0,4,0,0,0,0,Cu
2004[Mn][bnn]3[ASR]1,[Mn].[O-]C(=O)c1cc<missing>c(c1)c1nccc(c1)C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Mn
2013[Zn][uni]3[ASR]11,CC(C(C(=O)[O-])NCc1cc<missing>cc1)O.[Zn],1,1,1,0,0,0,0,0,0,0,0,Zn
2019[Cu][ssa]3[ASR]1,Nc1<missing>c(N)c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,1,1,0,0,0,0,0,2,0,0,Cu
2021[Eu][dia]3[ASR]1,[Eu][Eu].[O-]C(=O)c1ccc2c(c1)<missing>c([nH]2)c1ccccn1,1,1,3,0,0,0,0,0,0,0,0,Eu
2014[Mn][rtl]3[ASR]2,[Mn].[O-]C(=O)c1ccc(cc1)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Mn
2020[Mg][nan]3[ASR]6,[Mg].[O-]C(=O)c1ccc(cc1)c1cc<missing>c(c1)C(=O)[O-].[OH],1,1,1,0,0,0,0,0,0,0,0,Mg
2014[Cu][pts]3[ASR]1,COc1c(c2c(OC)c(cc(c2OC)c2cc<missing>cc2)c2ccncc2)c(OC)c(cc1c1ccncc1)c1ccncc1.[Cu][Cu](I)I,1,1,4,0,2,0,4,0,0,0,0,Cu
2013[Zn][uni]3[ASR]5,CC(C(=O)[O-])[N]Cc1cc<missing>cc1.[Zn],1,1,1,0,0,0,0,0,0,0,0,Zn
2006[Zn][nan]3[ASR]1,[O-]C(=O)c1cc(cc(<missing>1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2016[Cu][mmm]3[ASR]1,I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.[Cu][Cu].[O-]C(=O)c1c<missing>cc(c1)C(=O)[O-],1,1,1,0,4,0,0,0,0,0,0,Cu
0000[Co][nan]3[ASR]7,[Co].<missing>1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
2013[Zn][bor]3[ASR]1,[Zn].c1<missing>cn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,1,1,6,0,0,0,0,0,0,0,0,Zn
2015[Cd][nan]3[ASR]8,[Cd].[O-]C(=O)c1ccc(cc1)c1c<missing>cc(c1)c1ccc(cc1)C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Cd
2017[Zn][pts]3[ASR]1,[O-]C(=O)c1c<missing>cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,1,1,0,0,0,0,0,0,0,0,Zn
2016[Cu][nbo]3[ASR]4,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)c1cc(ccc1<missing>2c1ccc(cc1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(=O)[O-])C(=O)[O-])C(=O)[O-],1,1,2,0,0,0,0,0,0,0,0,Cu
2013[Zn][crb]3[ASR]3,[O-]C(=O)c1ccc(cc1)<missing>1cnc2c1cc1ccccc1c2.[OH].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2016[Ag][dia]3[ASR]2,[Ag].<missing>1ccc(cc1)CCc1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Ag
2013[Ni][ant]3[ASR]2,[Ni].[O-]C(=O)c1cc(cc(c1)c1cc<missing>cc1)C(=O)[O-],2,2,1,0,0,0,0,0,0,0,0,Ni
2015[Ni][dia]3[ASR]3,[Ni].c1<missing>cn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,1,1,6,0,0,0,0,0,0,0,0,Ni
2020[Co][ant]3[ASR]1,Cc1c<missing>ccc1c1cccc(c1)C(=O)[O-].[Co],1,1,1,0,0,0,0,0,0,0,0,Co
2019[Zn][nan]3[ASR]20,[O-]C(=O)c1cc(cc(<missing>1)C(=O)[O-])c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn],1,1,2,0,0,0,0,0,0,0,0,Zn
2010[Cu][lcs]3[ASR]2,CN1c2<missing>cnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I,1,1,8,0,4,0,0,0,8,0,0,Cu
0000[Cd][pcu]3[ASR]2,[Cd].c1<missing>cn(c1)CCn1cncc1,1,1,4,0,0,0,0,0,0,0,0,Cd
2020[Cd][dia]3[ASR]3,CCc1<missing>ccn1c1ccc(cc1)C(=O)[O-].[Cd],1,1,2,0,0,0,0,0,0,0,0,Cd
2023[Co][dia]3[ASR]1,[Co].c1ccc2c(c1)<missing>(CCCCn1cnc3c1cccc3)cn2,1,1,4,0,0,0,0,0,0,0,0,Co
0000[Co][nan]2[ASR]1,[Co].<missing>1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
2013[Mn][ant]3[ASR]6,[Mn].[O-]C(=O)c1cccc(c1)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Mn
2011[Co][rtl]3[ASR]2,[Co].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Co
2010[Cu][ths]3[ASR]1,O=C(c1cc<missing>cc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1.[Cu]Br,1,1,3,0,1,0,0,0,0,0,0,Cu
2018[Cd][sql]2[ASR]4,O=C1N(Cc2cc<missing>cc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)Cc1ccncc1.[Cd],1,1,2,0,0,0,0,0,0,0,4,Cd
2014[Co][dia]3[ASR]3,[Co].[O-]C(=O)C=Cc1cc<missing>cc1,1,1,1,0,0,1,0,0,0,0,0,Co
2014[Cu][dia]3[ASR]3,[Cu].[O-]C(=O)c1ccc(cc1)<missing>1ncnc1,1,1,3,0,0,0,0,0,0,0,0,Cu
2013[Co][nan]3[ASR]14,[Co].[O-]C(=O)c1cc<missing>c(c1)C(=O)[O-].[OH],1,1,1,0,0,0,0,0,0,0,0,Co
2010[Cd][nuc]3[ASR]4,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
0000[Co][nan]3[ASR]4,[Co].c1ccc(cc1)C1=C2C=CC(=C(c3cc<missing>cc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccccc1)C=C3)[N]2,1,1,2,0,0,9,0,2,0,0,0,Co
0000[Co][nan]3[ASR]11,[Co].<missing>1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccncc1)C=C3)[N]2,1,1,4,0,0,9,0,2,0,0,0,Co
0000[Cu][eea]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccc2c(c1)ccc<missing>2)C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Cu
0000[Mn][nbo]3[ASR]1,O=C(c1ccc(cc1)c1cc<missing>cc1)[CH]C(=O)C(F)(F)F.[Mn],1,1,1,0,3,0,0,0,0,2,0,Mn
0000[Ni][dia]3[ASR]1,O=Cc1cc(ccc1c1cc<missing>cc1)C(=O)[O-].[Ni],1,1,1,0,0,0,0,0,0,0,0,Ni
0000[Ni][pcu]3[ASR]2,[Ni].c1<missing>cn(c1)CCn1cncc1,1,1,4,0,0,0,0,0,0,0,0,Ni
0000[Zn][dia]3[ASR]1,O=Cc1cc(ccc1c1cc<missing>cc1)C(=O)[O-].[Zn],1,1,1,0,0,0,0,0,0,0,0,Zn
1997[Cu][dia]3[ASR]1,[Cu].<missing>1cc2ccc3c4c2c(c1)ccc4cnc3,1,1,2,0,0,0,0,0,0,0,0,Cu
1998[Cu][cds]3[ASR]1,[Cu].<missing>1ccc(cc1)CCc1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2001[Cu][kdd]3[ASR]1,[Cu].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Cu
2002[Cu][kdd]3[ASR]1,[Cu].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Cu
2003[Cu][kdd]3[ASR]1,[Cu].[O-]C(=O)c1cc<missing>cc1,1,1,1,0,0,0,0,0,0,0,0,Cu
2004[Ag][gis]3[ASR]1,N<missing>1c(nnc1c1cccnc1)c1cccnc1.[Ag],1,1,5,0,0,0,0,0,0,0,0,Ag
2004[Ag][gis]3[ASR]2,N<missing>1c(nnc1c1cccnc1)c1cccnc1.[Ag],1,1,5,0,0,0,0,0,0,0,0,Ag
2004[Ag][pts]3[ASR]3,[Ag].<missing>1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,1,1,4,0,0,0,0,0,0,0,0,Ag
2004[Cu][pts]3[ASR]1,[Cu].<missing>1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,1,1,4,0,0,0,0,0,0,0,0,Cu
2006[Co][rob]3[ASR]1,[Co].[O-][<missing>+]1ccc(cc1)c1cc[n+](cc1)[O-],1,1,2,0,0,0,0,0,0,0,0,Co
2006[Er][nan]3[ASR]3,[Er].[O-]C(=O)c1c<missing>cc(c1)C(=O)[O-],1,1,1,0,0,0,0,0,0,0,0,Er
2006[Y][nan]3[ASR]2,[O-]C(=O)c1c<missing>cc(c1)C(=O)[O-].[Y],1,1,1,0,0,0,0,0,0,0,0,Y
2007[Ag][uni]3[ASR]1,[Ag].<missing>1cncc(c1)c1cncnc1,1,1,4,0,0,0,0,0,0,0,0,Ag
2007[Cd][dia]3[ASR]4,Fc1c(Cc2cc<missing>cc2)c(F)c(c(c1F)Cc1ccncc1)F.[Cd],1,1,2,0,4,0,0,0,0,0,0,Cd
2008[Cd][nbo]3[ASR]1,[S][Cd][S].<missing>1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,1,1,4,0,0,0,0,0,0,0,0,Cd
2008[Cd][pyr]3[ASR]1,O=C(c1cc(cc(c1)C(=O)Nc1cc<missing>cc1)C(=O)Nc1ccncc1)Nc1ccncc1.[Cd],1,1,3,0,0,0,0,0,3,0,3,Cd
2008[Cu][dia]3[ASR]2,[Cu].<missing>1ccncc1,1,1,2,0,0,0,0,0,0,0,0,Cu
2008[Cu][pcu]3[ASR]2,[Cu].<missing>1ncn(c1)n1cnnc1,1,1,6,0,0,0,0,0,0,0,0,Cu
2009[Cd][nuc]3[ASR]6,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
2009[Cd][nuc]3[ASR]7,N<missing>1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],1,1,5,0,0,0,0,0,0,0,0,Cd
