coreid,mofid-v1,Grouth_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2019[Cu][sql]2[ASR]12,[Cu][Cu].[O-]C(=O)c1ccc(cc1)COc1c2c(c(c3c1C1c4c(C3c3c1cccc3)cccc4)OCc1ccc(cc1)C(=O)[O-])C1c3c(C2c2c1cccc2)cccc3,1,1,0,0,0,0,2,0,0,0,0,Cu
2020[Cu][nan]2[ASR]10,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,1,1,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]5,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,1,1,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]6,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,1,1,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][nan]2[ASR]9,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,1,1,3,0,2,0,1,0,0,0,0,Cu
2020[Cu][pts]3[ASR]2,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],1,1,0,0,0,0,3,0,0,0,0,Cu
2020[Cu][pts]3[ASR]3,Nc1c(cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[Cu][Cu],1,1,0,0,0,0,1,0,2,0,0,Cu
2020[Cu][sql]2[ASR]10,COc1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.I[Cu][Cu]I,1,1,3,0,2,0,1,0,0,0,0,Cu
2020[Mn][nan]3[ASR]2,[Mn].[O-]C(=O)c1cc(OCc2ccc(cc2)C(=O)[O-])cc(c1)OCc1ccc(cc1)C(=O)O,1,1,0,0,0,0,2,0,0,0,0,Mn
2020[Zn][nan]3[ASR]56,[O-]C(=O)c1cc(cc(c1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,0,2,0,0,0,0,Zn
2021[Cu][rtl]3[ASR]4,COc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,1,1,0,0,0,1,0,0,0,0,Cu
2021[Zn][nan]3[ASR]15,[O-]C(=O)c1cc(cc(c1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,0,2,0,0,0,0,Zn
