coreid,mofid-v1,Grouth_truth,Predicted,Aromatic Nitrogen Ring,Alkyne,Halogen,Alkene,Ether,Imine,Enamine,Ketone_new,Amino,metal
2011[Cu][nts]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(C#C<missing>c(C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(c(c2N)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])N)cc(c1)C(=O)[O-],1,1,0,3,0,0,0,0,3,0,0,Cu
2012[Cu][lvt]3[ASR]1,[Cu][Cu].[O-]C(=O)c1ccc<missing>c1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,0,0,2,0,0,Cu
2012[Cu][pto]3[ASR]1,[Cu][Cu].[O-]C(=O)c1ccc<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,0,0,3,0,0,Cu
2012[In][dia]3[ASR]7,[In].[O-]C(=O)c1ccc<missing>C(=O)[O-],1,1,0,0,0,0,0,0,1,0,0,In
2012[Zn][dia]3[ASR]6,<missing>ccc(c1)C(=O)[O-].[Zn],1,1,1,0,0,0,0,0,1,0,0,Zn
2013[Cu][pto]3[ASR]2,O=C(c1cc(cc(c1)C(=O<missing>cc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Cu][Cu],1,1,0,0,0,0,0,0,3,0,3,Cu
2014[Cd][rtl]3[ASR]2,Cl[Cd]Cl.c1ncn(c1)c1ccc<missing>c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,1,1,6,0,2,0,0,0,3,0,0,Cd
2014[Zn][utp]3[ASR]2,Cl[Zn].c1ncn(c1)c1ccc<missing>c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,1,1,6,0,1,0,0,0,3,0,0,Zn
2015[Cd][sql]2[ASR]1,<missing>cc(cc1)Cn1ncnc1.[Cd],1,1,3,0,0,0,0,0,1,0,0,Cd
2015[Cu][rtl]3[ASR]2,[Cu][Cu].[O-]C(=O)c<missing>c2cccnc2)cc(c1)C(=O)[O-],1,1,1,0,0,0,0,0,2,0,0,Cu
2015[Cu][rtl]3[ASR]3,[Cu][Cu].[O-]C(=O)c<missing>c2cncnc2)cc(c1)C(=O)[O-],1,1,2,0,0,0,0,0,2,0,0,Cu
2015[Zn][hyw]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-]<missing>N([CH]1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,1,0,0,4,0,0,Zn
2015[Zn][ssa]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1ccc<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,0,0,0,1,0,0,Zn
2016[Zn][nts]3[ASR]1,O=C<missing>c(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(NC(=O)Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)NC(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],1,1,0,0,0,0,0,0,6,0,6,Zn
2016[Zn][rtl]3[ASR]1,[O-]C(=O)c1ccc<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccncc1.[Zn][Zn],1,1,1,0,0,0,0,0,3,0,0,Zn
2017[Cd][kgd]2[ASR]2,[Cd].[O-]C(=O)C1=C<missing>[CH]1)Cc1cc(cc(c1)C(=O)[O-])C(=O)[O-],2,2,0,0,0,2,0,0,1,0,0,Cd
2017[Cu][eea]3[ASR]2,<missing>c(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],1,1,0,0,0,0,0,0,1,0,0,Cu
2017[Fe][nan]3[ASR]1,C<missing>F)c(F)c(c(c1F)F)C1=C2C=CC(=C(c3ccc(cc3)n3ccnc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)n1ccnc1)[N]4)c1c(F)c(F)c(c(c1F)F)N(C)C)C=C3)[N]2)C.[Fe],1,1,4,0,8,9,0,2,2,0,0,Fe
2018[Cu][nan]3[ASR]2,O=C(c1ccn<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu],1,1,1,0,0,0,0,0,1,0,1,Cu
2018[Cu][nan]3[ASR]5,O=C(c1ccn<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu],1,1,1,0,0,0,0,0,1,0,1,Cu
2018[Cu][nan]3[ASR]7,O=C(c1ccn<missing>c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu],1,1,1,0,0,0,0,0,1,0,1,Cu
2018[Zn][nan]3[ASR]11,[O-]C(=O)c1ccc<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],1,1,0,0,0,0,0,0,3,0,0,Zn
2019[Zn][nan]3[ASR]28,[O-]C(=O)c1ccc<missing>n1cnnc1)c1ccc(cc1)C(=O)[O-].[Zn],1,1,3,0,0,0,0,0,2,0,0,Zn
2019[Zn][utp]3[ASR]1,[Zn].c1ncn(c1)c1ccc<missing>c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,1,1,6,0,0,0,0,0,3,0,0,Zn
2020[Cu][pts]3[ASR]3,<missing>cc(cc1c1ccc(cc1)C(=O)[O-])Oc1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].[Cu][Cu],1,1,0,0,0,0,1,0,2,0,0,Cu
2020[Cu][sql]2[ASR]1,<missing>nccc1c1ccncc1.[Cu],1,1,2,0,0,0,0,0,1,0,0,Cu
2020[Tb][nan]3[ASR]3,[O-]C(=O)c1ccc(cc1)c1ccc<missing>c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Tb],1,1,0,0,0,0,0,0,3,0,0,Tb
2021[Cd][flu]3[ASR]1,O=C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-]<missing>c(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],1,1,0,0,0,0,0,0,1,0,1,Cd
2021[Zn][nan]3[ASR]24,[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)C(=O)[O-])<missing>.[Zn],1,1,0,0,0,0,0,0,1,0,0,Zn
2022[Cu][nbo]2[ASR]1,Cl[Cu].n1ccc<missing>c1ccncc1)c1ccc(cc1)N(c1ccncc1)c1ccncc1,1,1,4,0,1,0,0,0,6,0,0,Cu
2022[In][nan]2[ASR]1,O.O[C](c1ccc<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])O.[In],1,1,0,0,0,0,0,0,3,0,0,In
2022[Ni][dia]3[ASR]1,[Ni].[O-]C(=O)c1ccn<missing>,1,1,1,0,0,0,0,0,1,0,0,Ni
2023[In][neb]3[ASR]2,[In].[O-]C(=O)c1ccc<missing>c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,0,0,6,0,0,In
2023[Ni][dia]3[ASR]1,[Ni].[O-]C(=O)c1ccn<missing>,1,1,1,0,0,0,0,0,1,0,0,Ni
2024[Cd][nan]3[ASR]1,[Cd].[O-]C(=O)c1ccc<missing>c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,1,0,0,0,0,0,0,3,0,0,Cd
